game_id,season,game_date,game_type,venue,venue_utc_offest,home_team_id,away_team_id,home_team_abbrev,away_team_abbrev,home_team_score,away_team_score,start_time_utc,winner_abbrev,loser_abbrev,goal_diff
2022020700,20222023,2023-01-16,2,PPG Paints Arena,-05:00,5,24,PIT,ANA,4.0,3.0,2023-01-17T00:00:00Z,PIT,ANA,1.0
2022020705,20222023,2023-01-17,2,Wells Fargo Center,-05:00,4,24,PHI,ANA,5.0,2.0,2023-01-18T00:00:00Z,PHI,ANA,3.0
2022020717,20222023,2023-01-19,2,Nationwide Arena,-05:00,29,24,CBJ,ANA,3.0,5.0,2023-01-20T00:00:00Z,ANA,CBJ,2.0
2022020732,20222023,2023-01-21,2,KeyBank Center,-05:00,7,24,BUF,ANA,6.0,3.0,2023-01-21T17:30:00Z,BUF,ANA,3.0
2022020763,20222023,2023-01-24,2,Mullett Arena,-07:00,53,24,ARI,ANA,2.0,5.0,2023-01-25T02:00:00Z,ANA,ARI,3.0
2022020776,20222023,2023-01-26,2,Ball Arena,-07:00,21,24,COL,ANA,3.0,5.0,2023-01-27T02:00:00Z,ANA,COL,2.0
2022020796,20222023,2023-01-28,2,Honda Center,-08:00,24,53,ANA,ARI,2.0,1.0,2023-01-29T03:30:00Z,ANA,ARI,1.0
2022020811,20222023,2023-02-06,2,American Airlines Center,-06:00,25,24,DAL,ANA,3.0,2.0,2023-02-07T01:30:00Z,DAL,ANA,1.0
2022020818,20222023,2023-02-07,2,United Center,-06:00,16,24,CHI,ANA,2.0,3.0,2023-02-08T01:30:00Z,ANA,CHI,1.0
2022020831,20222023,2023-02-10,2,Honda Center,-08:00,24,5,ANA,PIT,3.0,6.0,2023-02-11T03:00:00Z,PIT,ANA,3.0
2022020849,20222023,2023-02-12,2,T-Mobile Arena,-08:00,54,24,VGK,ANA,7.0,2.0,2023-02-12T20:00:00Z,VGK,ANA,5.0
2022020868,20222023,2023-02-15,2,Honda Center,-08:00,24,7,ANA,BUF,3.0,7.0,2023-02-16T03:00:00Z,BUF,ANA,4.0
2022020882,20222023,2023-02-17,2,Honda Center,-08:00,24,26,ANA,LAK,3.0,6.0,2023-02-18T02:00:00Z,LAK,ANA,3.0
2022020902,20222023,2023-02-20,2,FLA Live Arena,-05:00,13,24,FLA,ANA,4.0,3.0,2023-02-20T18:00:00Z,FLA,ANA,1.0
2022020908,20222023,2023-02-21,2,Amalie Arena,-05:00,14,24,TBL,ANA,6.0,1.0,2023-02-22T00:00:00Z,TBL,ANA,5.0
2022020920,20222023,2023-02-23,2,Capital One Arena,-05:00,15,24,WSH,ANA,2.0,4.0,2023-02-24T00:00:00Z,ANA,WSH,2.0
2022020938,20222023,2023-02-25,2,PNC Arena,-05:00,12,24,CAR,ANA,2.0,3.0,2023-02-26T00:00:00Z,ANA,CAR,1.0
2022020957,20222023,2023-02-27,2,Honda Center,-08:00,24,16,ANA,CHI,4.0,2.0,2023-02-28T03:00:00Z,ANA,CHI,2.0
2022020973,20222023,2023-03-01,2,Honda Center,-08:00,24,15,ANA,WSH,2.0,3.0,2023-03-02T03:00:00Z,WSH,ANA,1.0
2022020987,20222023,2023-03-03,2,Honda Center,-08:00,24,8,ANA,MTL,3.0,2.0,2023-03-04T03:00:00Z,ANA,MTL,1.0
2022021021,20222023,2023-03-07,2,Climate Pledge Arena,-08:00,55,24,SEA,ANA,5.0,2.0,2023-03-08T03:00:00Z,SEA,ANA,3.0
2022021024,20222023,2023-03-08,2,Rogers Arena,-08:00,23,24,VAN,ANA,3.0,2.0,2023-03-09T03:00:00Z,VAN,ANA,1.0
2022021037,20222023,2023-03-10,2,Scotiabank Saddledome,-07:00,20,24,CGY,ANA,1.0,3.0,2023-03-11T02:00:00Z,ANA,CGY,2.0
2022021060,20222023,2023-03-12,2,Honda Center,-07:00,24,18,ANA,NSH,4.0,5.0,2023-03-13T01:30:00Z,NSH,ANA,1.0
2022021079,20222023,2023-03-15,2,Honda Center,-07:00,24,2,ANA,NYI,3.0,6.0,2023-03-16T02:00:00Z,NYI,ANA,3.0
2022021094,20222023,2023-03-17,2,Honda Center,-07:00,24,29,ANA,CBJ,7.0,4.0,2023-03-18T02:00:00Z,ANA,CBJ,3.0
2022021114,20222023,2023-03-19,2,Honda Center,-07:00,24,23,ANA,VAN,1.0,2.0,2023-03-20T00:00:00Z,VAN,ANA,1.0
2022021131,20222023,2023-03-21,2,Honda Center,-07:00,24,20,ANA,CGY,1.0,5.0,2023-03-22T02:00:00Z,CGY,ANA,4.0
2022021146,20222023,2023-03-23,2,Honda Center,-07:00,24,52,ANA,WPG,2.0,3.0,2023-03-24T02:00:00Z,WPG,ANA,1.0
2022021164,20222023,2023-03-25,2,Honda Center,-07:00,24,19,ANA,STL,3.0,6.0,2023-03-26T02:30:00Z,STL,ANA,3.0
2022021174,20222023,2023-03-27,2,Honda Center,-07:00,24,21,ANA,COL,1.0,5.0,2023-03-28T02:00:00Z,COL,ANA,4.0
2022021198,20222023,2023-03-30,2,Climate Pledge Arena,-07:00,55,24,SEA,ANA,4.0,1.0,2023-03-31T02:00:00Z,SEA,ANA,3.0
2022021213,20222023,2023-04-01,2,Rogers Place,-06:00,22,24,EDM,ANA,6.0,0.0,2023-04-02T02:00:00Z,EDM,ANA,6.0
2022021224,20222023,2023-04-02,2,Scotiabank Saddledome,-06:00,20,24,CGY,ANA,5.0,4.0,2023-04-03T00:00:00Z,CGY,ANA,1.0
2022021242,20222023,2023-04-05,2,Honda Center,-07:00,24,22,ANA,EDM,1.0,3.0,2023-04-06T02:00:00Z,EDM,ANA,2.0
2022021260,20222023,2023-04-08,2,Mullett Arena,-07:00,53,24,ARI,ANA,5.0,4.0,2023-04-08T21:30:00Z,ARI,ANA,1.0
2022021274,20222023,2023-04-09,2,Honda Center,-07:00,24,21,ANA,COL,4.0,5.0,2023-04-10T00:30:00Z,COL,ANA,1.0
2022021294,20222023,2023-04-11,2,Honda Center,-07:00,24,23,ANA,VAN,2.0,3.0,2023-04-12T02:00:00Z,VAN,ANA,1.0
2022021310,20222023,2023-04-13,2,Honda Center,-07:00,24,26,ANA,LAK,3.0,5.0,2023-04-14T02:00:00Z,LAK,ANA,2.0
2022020005,20222023,2022-10-12,2,Capital One Arena,-04:00,15,6,WSH,BOS,2.0,5.0,2022-10-12T23:00:00Z,BOS,WSH,3.0
2022020027,20222023,2022-10-15,2,TD Garden,-04:00,6,53,BOS,ARI,6.0,3.0,2022-10-15T23:00:00Z,BOS,ARI,3.0
2022020041,20222023,2022-10-17,2,TD Garden,-04:00,6,13,BOS,FLA,5.0,3.0,2022-10-17T23:00:00Z,BOS,FLA,2.0
2022020049,20222023,2022-10-18,2,Canadian Tire Centre,-04:00,9,6,OTT,BOS,7.0,5.0,2022-10-18T23:00:00Z,OTT,BOS,2.0
2022020074,20222023,2022-10-22,2,TD Garden,-04:00,6,30,BOS,MIN,4.0,3.0,2022-10-22T17:00:00Z,BOS,MIN,1.0
2022020100,20222023,2022-10-25,2,TD Garden,-04:00,6,25,BOS,DAL,3.0,1.0,2022-10-25T23:00:00Z,BOS,DAL,2.0
2022020111,20222023,2022-10-27,2,TD Garden,-04:00,6,17,BOS,DET,5.0,1.0,2022-10-27T23:00:00Z,BOS,DET,4.0
2022020122,20222023,2022-10-28,2,Nationwide Arena,-04:00,29,6,CBJ,BOS,0.0,4.0,2022-10-28T23:00:00Z,BOS,CBJ,4.0
2022020147,20222023,2022-11-01,2,PPG Paints Arena,-04:00,5,6,PIT,BOS,5.0,6.0,2022-11-02T00:00:00Z,BOS,PIT,1.0
2022020161,20222023,2022-11-03,2,Madison Square Garden,-04:00,3,6,NYR,BOS,2.0,5.0,2022-11-03T23:30:00Z,BOS,NYR,3.0
2022020179,20222023,2022-11-05,2,Scotiabank Arena,-04:00,10,6,TOR,BOS,2.0,1.0,2022-11-05T23:00:00Z,TOR,BOS,1.0
2022020194,20222023,2022-11-07,2,TD Garden,-05:00,6,19,BOS,STL,3.0,1.0,2022-11-08T00:00:00Z,BOS,STL,2.0
2022020211,20222023,2022-11-10,2,TD Garden,-05:00,6,20,BOS,CGY,3.0,1.0,2022-11-11T00:00:00Z,BOS,CGY,2.0
2022020228,20222023,2022-11-12,2,KeyBank Center,-05:00,7,6,BUF,BOS,1.0,3.0,2022-11-13T00:00:00Z,BOS,BUF,2.0
2022020241,20222023,2022-11-13,2,TD Garden,-05:00,6,23,BOS,VAN,5.0,2.0,2022-11-13T23:00:00Z,BOS,VAN,3.0
2022020265,20222023,2022-11-17,2,TD Garden,-05:00,6,4,BOS,PHI,4.0,1.0,2022-11-18T00:00:00Z,BOS,PHI,3.0
2022020277,20222023,2022-11-19,2,TD Garden,-05:00,6,16,BOS,CHI,6.0,1.0,2022-11-20T00:00:00Z,BOS,CHI,5.0
2022020291,20222023,2022-11-21,2,Amalie Arena,-05:00,14,6,TBL,BOS,3.0,5.0,2022-11-22T00:00:00Z,BOS,TBL,2.0
2022020304,20222023,2022-11-23,2,FLA Live Arena,-05:00,13,6,FLA,BOS,5.0,2.0,2022-11-24T00:00:00Z,FLA,BOS,3.0
2022020318,20222023,2022-11-25,2,TD Garden,-05:00,6,12,BOS,CAR,3.0,2.0,2022-11-25T18:00:00Z,BOS,CAR,1.0
2022020355,20222023,2022-11-29,2,TD Garden,-05:00,6,14,BOS,TBL,3.0,1.0,2022-11-30T00:00:00Z,BOS,TBL,2.0
2022020380,20222023,2022-12-03,2,TD Garden,-05:00,6,21,BOS,COL,5.0,1.0,2022-12-04T00:00:00Z,BOS,COL,4.0
2022020399,20222023,2022-12-05,2,TD Garden,-05:00,6,54,BOS,VGK,3.0,4.0,2022-12-06T00:00:00Z,VGK,BOS,1.0
2022020415,20222023,2022-12-07,2,Ball Arena,-07:00,21,6,COL,BOS,0.0,4.0,2022-12-08T02:00:00Z,BOS,COL,4.0
2022020431,20222023,2022-12-09,2,Mullett Arena,-07:00,53,6,ARI,BOS,4.0,3.0,2022-12-10T02:30:00Z,ARI,BOS,1.0
2022020447,20222023,2022-12-11,2,T-Mobile Arena,-08:00,54,6,VGK,BOS,1.0,3.0,2022-12-12T01:00:00Z,BOS,VGK,2.0
2022020458,20222023,2022-12-13,2,TD Garden,-05:00,6,2,BOS,NYI,4.0,3.0,2022-12-14T00:00:00Z,BOS,NYI,1.0
2022020472,20222023,2022-12-15,2,TD Garden,-05:00,6,26,BOS,LAK,2.0,3.0,2022-12-16T00:00:00Z,LAK,BOS,1.0
2022020484,20222023,2022-12-17,2,TD Garden,-05:00,6,29,BOS,CBJ,4.0,2.0,2022-12-17T18:00:00Z,BOS,CBJ,2.0
