,game_id,season,game_date,game_type,venue,venue_utc_offest,home_team_id,away_team_id,home_team_abbrev,away_team_abbrev,home_team_score,away_team_score,start_time_utc,winner_abbrev,loser_abbrev,goal_diff,venue_team,League,Division,venue_lat,venue_lon,team,goals_for,goals_against,is_away,game_result,goal_difference,venue_lat_prev,venue_lon_prev,distance,consecutive_away_games,rest_days,back_to_back
366,2024021062,20242025,2025-03-15,2,Nationwide Arena,-04:00,29,3,CBJ,NYR,0.0,4.0,2025-03-15T23:00:00Z,NYR,CBJ,4.0,Columbus Blue Jackets,NHL,Metropolitan,39.969283,-83.006111,CBJ,0.0,4.0,False,loss,-4.0,39.969283,-83.006111,0.0,0,1.0,False
367,2024021075,20242025,2025-03-17,2,Nationwide Arena,-04:00,29,1,CBJ,NJD,1.0,2.0,2025-03-17T23:00:00Z,NJD,CBJ,1.0,Columbus Blue Jackets,NHL,Metropolitan,39.969283,-83.006111,CBJ,1.0,2.0,False,loss,-1.0,39.969283,-83.006111,0.0,0,1.0,False
368,2024021093,20242025,2025-03-20,2,Nationwide Arena,-04:00,29,13,CBJ,FLA,0.0,1.0,2025-03-20T23:00:00Z,FLA,CBJ,1.0,Columbus Blue Jackets,NHL,Metropolitan,39.969283,-83.006111,CBJ,0.0,1.0,False,loss,-1.0,39.969283,-83.006111,0.0,0,2.0,False
1681,2024021103,20242025,2025-03-21,2,PPG Paints Arena,-04:00,5,29,PIT,CBJ,6.0,3.0,2025-03-21T23:00:00Z,PIT,CBJ,3.0,Pittsburgh Penguins,NHL,Metropolitan,40.439444,-79.989167,CBJ,3.0,6.0,True,loss,-3.0,39.969283,-83.006111,261.4783410975411,35,0.0,True
1682,2024021126,20242025,2025-03-24,2,UBS Arena,-04:00,2,29,NYI,CBJ,3.0,4.0,2025-03-24T23:30:00Z,CBJ,NYI,1.0,New York Islanders,NHL,Metropolitan,40.712094,-73.727157,CBJ,4.0,3.0,True,win,1.0,40.439444,-79.989167,529.6304369196479,36,2.0,False
371,2024021155,20242025,2025-03-28,2,Nationwide Arena,-04:00,29,23,CBJ,VAN,7.0,6.0,2025-03-28T23:00:00Z,CBJ,VAN,1.0,Columbus Blue Jackets,NHL,Metropolitan,39.969283,-83.006111,CBJ,7.0,6.0,False,win,1.0,40.712094,-73.727157,790.3757902638333,0,3.0,False
1684,2024021164,20242025,2025-03-29,2,Canadian Tire Centre,-04:00,9,29,OTT,CBJ,3.0,2.0,2025-03-29T23:00:00Z,OTT,CBJ,1.0,Ottawa Senators,NHL,Atlantic,45.2969,-75.9268,CBJ,2.0,3.0,True,loss,-1.0,39.969283,-83.006111,827.8213374501124,37,0.0,True
373,2024021185,20242025,2025-04-01,2,Nationwide Arena,-04:00,29,18,CBJ,NSH,8.0,4.0,2025-04-01T23:00:00Z,CBJ,NSH,4.0,Columbus Blue Jackets,NHL,Metropolitan,39.969283,-83.006111,CBJ,8.0,4.0,False,win,4.0,45.2969,-75.9268,827.8213374501124,0,2.0,False
374,2024021199,20242025,2025-04-03,2,Nationwide Arena,-04:00,29,21,CBJ,COL,3.0,7.0,2025-04-03T23:30:00Z,COL,CBJ,4.0,Columbus Blue Jackets,NHL,Metropolitan,39.969283,-83.006111,CBJ,3.0,7.0,False,loss,-4.0,39.969283,-83.006111,0.0,0,1.0,False
1687,2024021216,20242025,2025-04-05,2,Scotiabank Arena,-04:00,10,29,TOR,CBJ,5.0,0.0,2025-04-05T23:00:00Z,TOR,CBJ,5.0,Toronto Maple Leafs,NHL,Atlantic,43.643333,-79.379167,CBJ,0.0,5.0,True,loss,-5.0,39.969283,-83.006111,507.1041709899174,38,1.0,False
1688,2024021224,20242025,2025-04-06,2,Canadian Tire Centre,-04:00,9,29,OTT,CBJ,4.0,0.0,2025-04-06T21:00:00Z,OTT,CBJ,4.0,Ottawa Senators,NHL,Atlantic,45.2969,-75.9268,CBJ,0.0,4.0,True,loss,-4.0,43.643333,-79.379167,329.8833925047144,39,0.0,True
377,2024021239,20242025,2025-04-08,2,Nationwide Arena,-04:00,29,9,CBJ,OTT,5.0,2.0,2025-04-08T23:00:00Z,CBJ,OTT,3.0,Columbus Blue Jackets,NHL,Metropolitan,39.969283,-83.006111,CBJ,5.0,2.0,False,win,3.0,45.2969,-75.9268,827.8213374501124,0,1.0,False
233,2024021253,20242025,2025-04-10,2,Nationwide Arena,-04:00,29,7,CBJ,BUF,3.0,2.0,2025-04-10T23:00:00Z,CBJ,BUF,1.0,Columbus Blue Jackets,NHL,Metropolitan,39.969283,-83.006111,CBJ,3.0,2.0,False,win,1.0,39.969283,-83.006111,0.0,0,1.0,False
378,2024021270,20242025,2025-04-12,2,Nationwide Arena,-04:00,29,15,CBJ,WSH,7.0,0.0,2025-04-12T16:30:00Z,CBJ,WSH,7.0,Columbus Blue Jackets,NHL,Metropolitan,39.969283,-83.006111,CBJ,7.0,0.0,False,win,7.0,39.969283,-83.006111,0.0,0,1.0,False
1691,2024021281,20242025,2025-04-13,2,Capital One Arena,-04:00,15,29,WSH,CBJ,1.0,4.0,2025-04-13T22:00:00Z,CBJ,WSH,3.0,Washington Capitals,NHL,Metropolitan,38.8982,-77.0209,CBJ,4.0,1.0,True,win,3.0,39.969283,-83.006111,527.5279105868173,40,0.0,True
1692,2024021295,20242025,2025-04-15,2,Wells Fargo Center,-04:00,4,29,PHI,CBJ,0.0,3.0,2025-04-15T23:00:00Z,CBJ,PHI,3.0,Philadeliphia Flyers,NHL,Metropolitan,39.901111,-75.171944,CBJ,3.0,0.0,True,win,3.0,38.8982,-77.0209,194.09644685493691,41,1.0,False
381,2024021312,20242025,2025-04-17,2,Nationwide Arena,-04:00,29,2,CBJ,NYI,6.0,1.0,2025-04-17T23:00:00Z,CBJ,NYI,5.0,Columbus Blue Jackets,NHL,Metropolitan,39.969283,-83.006111,CBJ,6.0,1.0,False,win,5.0,39.901111,-75.171944,667.7775166496428,0,1.0,False
1694,2024020009,20242025,2024-10-09,2,Rogers Arena,-07:00,23,20,VAN,CGY,5.0,6.0,2024-10-10T02:00:00Z,CGY,VAN,1.0,Vancouver Canucks,NHL,Pacific,49.277778,-123.108889,CGY,6.0,5.0,True,win,1.0,49.277778,-123.108889,0.0,1,0.0,True
383,2024020035,20242025,2024-10-12,2,Scotiabank Saddledome,-06:00,20,4,CGY,PHI,6.0,3.0,2024-10-13T02:00:00Z,CGY,PHI,3.0,Calgary Flames,NHL,Pacific,51.0374,-114.0519,CGY,6.0,3.0,False,win,3.0,49.277778,-123.108889,673.7276558746636,0,2.0,False
1696,2024020040,20242025,2024-10-13,2,Rogers Place,-06:00,22,20,EDM,CGY,1.0,4.0,2024-10-14T00:00:00Z,CGY,EDM,3.0,Edmonton Oilers,NHL,Pacific,53.546944,-113.497778,CGY,4.0,1.0,True,win,3.0,51.0374,-114.0519,281.57943485826803,2,0.0,True
385,2024020055,20242025,2024-10-15,2,Scotiabank Saddledome,-06:00,20,16,CGY,CHI,3.0,1.0,2024-10-16T01:00:00Z,CGY,CHI,2.0,Calgary Flames,NHL,Pacific,51.0374,-114.0519,CGY,3.0,1.0,False,win,2.0,53.546944,-113.497778,281.57943485826803,0,1.0,False
1698,2024020087,20242025,2024-10-19,2,Climate Pledge Arena,-07:00,55,20,SEA,CGY,2.0,1.0,2024-10-20T02:00:00Z,SEA,CGY,1.0,Seattle Kraken,NHL,Pacific,47.622,-122.354,CGY,1.0,2.0,True,loss,-1.0,51.0374,-114.0519,710.8248088894488,3,3.0,False
387,2024020102,20242025,2024-10-22,2,Scotiabank Saddledome,-06:00,20,5,CGY,PIT,4.0,3.0,2024-10-23T01:30:00Z,CGY,PIT,1.0,Calgary Flames,NHL,Pacific,51.0374,-114.0519,CGY,4.0,3.0,False,win,1.0,47.622,-122.354,710.8248088894488,0,2.0,False
243,2024020114,20242025,2024-10-24,2,Scotiabank Saddledome,-06:00,20,12,CGY,CAR,2.0,4.0,2024-10-25T01:00:00Z,CAR,CGY,2.0,Calgary Flames,NHL,Pacific,51.0374,-114.0519,CGY,2.0,4.0,False,loss,-2.0,51.0374,-114.0519,0.0,0,1.0,False
388,2024020129,20242025,2024-10-26,2,Scotiabank Saddledome,-06:00,20,52,CGY,WPG,3.0,5.0,2024-10-26T23:00:00Z,WPG,CGY,2.0,Calgary Flames,NHL,Pacific,51.0374,-114.0519,CGY,3.0,5.0,False,loss,-2.0,51.0374,-114.0519,0.0,0,1.0,False
1701,2024020147,20242025,2024-10-28,2,T-Mobile Arena,-07:00,54,20,VGK,CGY,5.0,0.0,2024-10-29T02:00:00Z,VGK,CGY,5.0,Vegas Golden Knights,NHL,Pacific,36.102778,-115.178333,CGY,0.0,5.0,True,loss,-5.0,51.0374,-114.0519,1663.0796279408962,4,1.0,False
1702,2024020158,20242025,2024-10-30,2,Delta Center,-06:00,59,20,UTA,CGY,5.0,1.0,2024-10-31T01:30:00Z,UTA,CGY,4.0,Utah Mammoth,NHL,Central,40.7684,-111.9016,CGY,1.0,5.0,True,loss,-4.0,36.102778,-115.178333,591.9989783662106,5,1.0,False
391,2024020173,20242025,2024-11-01,2,Scotiabank Saddledome,-06:00,20,1,CGY,NJD,3.0,0.0,2024-11-02T01:00:00Z,CGY,NJD,3.0,Calgary Flames,NHL,Pacific,51.0374,-114.0519,CGY,3.0,0.0,False,win,3.0,40.7684,-111.9016,1153.7837059892718,0,1.0,False
392,2024020190,20242025,2024-11-03,2,Scotiabank Saddledome,-07:00,20,22,CGY,EDM,2.0,4.0,2024-11-04T01:00:00Z,EDM,CGY,2.0,Calgary Flames,NHL,Pacific,51.0374,-114.0519,CGY,2.0,4.0,False,loss,-2.0,51.0374,-114.0519,0.0,0,1.0,False
1705,2024020196,20242025,2024-11-05,2,Centre Bell,-05:00,8,20,MTL,CGY,2.0,3.0,2024-11-06T00:00:00Z,CGY,MTL,1.0,Montreal Canadiens,NHL,Atlantic,45.496111,-73.569444,CGY,3.0,2.0,True,win,1.0,51.0374,-114.0519,3019.0342571723686,6,1.0,False
1408,2024020208,20242025,2024-11-07,2,TD Garden,-05:00,6,20,BOS,CGY,4.0,3.0,2024-11-08T00:00:00Z,BOS,CGY,1.0,Boston Bruins,NHL,Atlantic,42.366303,-71.062228,CGY,3.0,4.0,True,loss,-1.0,45.496111,-73.569444,401.73050026178726,7,1.0,False
1488,2024020224,20242025,2024-11-09,2,KeyBank Center,-05:00,7,20,BUF,CGY,3.0,2.0,2024-11-09T18:00:00Z,BUF,CGY,1.0,Buffalo Sabres,NHL,Atlantic,42.875,-78.876389,CGY,2.0,3.0,True,loss,-1.0,42.366303,-71.062228,641.6423546095892,8,1.0,False
394,2024020242,20242025,2024-11-11,2,Scotiabank Saddledome,-07:00,20,26,CGY,LAK,3.0,1.0,2024-11-12T01:30:00Z,CGY,LAK,2.0,Calgary Flames,NHL,Pacific,51.0374,-114.0519,CGY,3.0,1.0,False,win,2.0,42.875,-78.876389,2788.721305631208,0,1.0,False
1707,2024020250,20242025,2024-11-12,2,Rogers Arena,-08:00,23,20,VAN,CGY,3.0,1.0,2024-11-13T03:00:00Z,VAN,CGY,2.0,Vancouver Canucks,NHL,Pacific,49.277778,-123.108889,CGY,1.0,3.0,True,loss,-2.0,51.0374,-114.0519,673.7276558746636,9,0.0,True
396,2024020269,20242025,2024-11-15,2,Scotiabank Saddledome,-07:00,20,18,CGY,NSH,2.0,0.0,2024-11-16T02:00:00Z,CGY,NSH,2.0,Calgary Flames,NHL,Pacific,51.0374,-114.0519,CGY,2.0,0.0,False,win,2.0,49.277778,-123.108889,673.7276558746636,0,2.0,False
397,2024020299,20242025,2024-11-19,2,Scotiabank Saddledome,-07:00,20,2,CGY,NYI,2.0,1.0,2024-11-20T02:00:00Z,CGY,NYI,1.0,Calgary Flames,NHL,Pacific,51.0374,-114.0519,CGY,2.0,1.0,False,win,1.0,51.0374,-114.0519,0.0,0,3.0,False
398,2024020314,20242025,2024-11-21,2,Scotiabank Saddledome,-07:00,20,3,CGY,NYR,3.0,2.0,2024-11-22T02:00:00Z,CGY,NYR,1.0,Calgary Flames,NHL,Pacific,51.0374,-114.0519,CGY,3.0,2.0,False,win,1.0,51.0374,-114.0519,0.0,0,1.0,False
399,2024020319,20242025,2024-11-23,2,Scotiabank Saddledome,-07:00,20,30,CGY,MIN,4.0,3.0,2024-11-23T21:00:00Z,CGY,MIN,1.0,Calgary Flames,NHL,Pacific,51.0374,-114.0519,CGY,4.0,3.0,False,win,1.0,51.0374,-114.0519,0.0,0,1.0,False
1712,2024020340,20242025,2024-11-25,2,Canadian Tire Centre,-05:00,9,20,OTT,CGY,4.0,3.0,2024-11-26T00:30:00Z,OTT,CGY,1.0,Ottawa Senators,NHL,Atlantic,45.2969,-75.9268,CGY,3.0,4.0,True,loss,-1.0,51.0374,-114.0519,2864.4028094819764,10,1.0,False
1713,2024020350,20242025,2024-11-27,2,Little Caesars Arena,-05:00,17,20,DET,CGY,2.0,1.0,2024-11-28T00:30:00Z,DET,CGY,1.0,Detroit Red Wings,NHL,Atlantic,42.341111,-83.055,CGY,1.0,2.0,True,loss,-1.0,45.2969,-75.9268,659.2546633187033,11,1.0,False
1641,2024020368,20242025,2024-11-29,2,Nationwide Arena,-05:00,29,20,CBJ,CGY,5.0,2.0,2024-11-29T20:00:00Z,CBJ,CGY,3.0,Columbus Blue Jackets,NHL,Metropolitan,39.969283,-83.006111,CGY,2.0,5.0,True,loss,-3.0,42.341111,-83.055,263.76698527582226,12,1.0,False
1714,2024020380,20242025,2024-11-30,2,PPG Paints Arena,-05:00,5,20,PIT,CGY,6.0,2.0,2024-12-01T00:00:00Z,PIT,CGY,4.0,Pittsburgh Penguins,NHL,Metropolitan,40.439444,-79.989167,CGY,2.0,6.0,True,loss,-4.0,39.969283,-83.006111,261.4783410975411,13,0.0,True
331,2024020404,20242025,2024-12-03,2,Scotiabank Saddledome,-07:00,20,29,CGY,CBJ,3.0,0.0,2024-12-04T02:00:00Z,CGY,CBJ,3.0,Calgary Flames,NHL,Pacific,51.0374,-114.0519,CGY,3.0,0.0,False,win,3.0,40.439444,-79.989167,2861.355750112979,0,2.0,False
403,2024020417,20242025,2024-12-05,2,Scotiabank Saddledome,-07:00,20,19,CGY,STL,3.0,4.0,2024-12-06T02:00:00Z,STL,CGY,1.0,Calgary Flames,NHL,Pacific,51.0374,-114.0519,CGY,3.0,4.0,False,loss,-1.0,51.0374,-114.0519,0.0,0,1.0,False
1716,2024020442,20242025,2024-12-08,2,American Airlines Center,-06:00,25,20,DAL,CGY,6.0,2.0,2024-12-09T01:00:00Z,DAL,CGY,4.0,Dallas Stars,NHL,Central,32.790556,-96.810278,CGY,2.0,6.0,True,loss,-4.0,51.0374,-114.0519,2466.9830763797427,14,2.0,False
1717,2024020451,20242025,2024-12-10,2,Bridgestone Arena,-06:00,18,20,NSH,CGY,3.0,4.0,2024-12-11T01:00:00Z,CGY,NSH,1.0,Nashville Predators,NHL,Central,36.159167,-86.778611,CGY,4.0,3.0,True,win,1.0,32.790556,-96.810278,992.2819988461115,15,1.0,False
406,2024020470,20242025,2024-12-12,2,Scotiabank Saddledome,-07:00,20,14,CGY,TBL,3.0,8.0,2024-12-13T02:00:00Z,TBL,CGY,5.0,Calgary Flames,NHL,Pacific,51.0374,-114.0519,CGY,3.0,8.0,False,loss,-5.0,36.159167,-86.778611,2723.156602759945,0,1.0,False
407,2024020485,20242025,2024-12-14,2,Scotiabank Saddledome,-07:00,20,13,CGY,FLA,3.0,0.0,2024-12-15T03:00:00Z,CGY,FLA,3.0,Calgary Flames,NHL,Pacific,51.0374,-114.0519,CGY,3.0,0.0,False,win,3.0,51.0374,-114.0519,0.0,0,1.0,False
114,2024020504,20242025,2024-12-17,2,Scotiabank Saddledome,-07:00,20,6,CGY,BOS,3.0,4.0,2024-12-18T02:00:00Z,BOS,CGY,1.0,Calgary Flames,NHL,Pacific,51.0374,-114.0519,CGY,3.0,4.0,False,loss,-1.0,51.0374,-114.0519,0.0,0,2.0,False
408,2024020517,20242025,2024-12-19,2,Scotiabank Saddledome,-07:00,20,9,CGY,OTT,2.0,3.0,2024-12-20T02:00:00Z,OTT,CGY,1.0,Calgary Flames,NHL,Pacific,51.0374,-114.0519,CGY,2.0,3.0,False,loss,-1.0,51.0374,-114.0519,0.0,0,1.0,False
409,2024020529,20242025,2024-12-21,2,Scotiabank Saddledome,-07:00,20,16,CGY,CHI,6.0,4.0,2024-12-21T21:00:00Z,CGY,CHI,2.0,Calgary Flames,NHL,Pacific,51.0374,-114.0519,CGY,6.0,4.0,False,win,2.0,51.0374,-114.0519,0.0,0,1.0,False
1722,2024020576,20242025,2024-12-28,2,SAP Center at San Jose,-08:00,28,20,SJS,CGY,1.0,3.0,2024-12-29T03:00:00Z,CGY,SJS,2.0,San Jose Sharks,NHL,Pacific,37.332778,-121.901111,CGY,3.0,1.0,True,win,2.0,51.0374,-114.0519,1645.130913369538,16,6.0,False
1723,2024020584,20242025,2024-12-29,2,T-Mobile Arena,-08:00,54,20,VGK,CGY,3.0,0.0,2024-12-30T01:00:00Z,VGK,CGY,3.0,Vegas Golden Knights,NHL,Pacific,36.102778,-115.178333,CGY,0.0,3.0,True,loss,-3.0,37.332778,-121.901111,614.4803668041158,17,0.0,True
412,2024020600,20242025,2024-12-31,2,Scotiabank Saddledome,-07:00,20,23,CGY,VAN,3.0,1.0,2025-01-01T02:00:00Z,CGY,VAN,2.0,Calgary Flames,NHL,Pacific,51.0374,-114.0519,CGY,3.0,1.0,False,win,2.0,36.102778,-115.178333,1663.0796279408962,0,1.0,False
413,2024020611,20242025,2025-01-02,2,Scotiabank Saddledome,-07:00,20,59,CGY,UTA,3.0,5.0,2025-01-03T02:00:00Z,UTA,CGY,2.0,Calgary Flames,NHL,Pacific,51.0374,-114.0519,CGY,3.0,5.0,False,loss,-2.0,51.0374,-114.0519,0.0,0,1.0,False
414,2024020627,20242025,2025-01-04,2,Scotiabank Saddledome,-07:00,20,18,CGY,NSH,1.0,4.0,2025-01-05T03:00:00Z,NSH,CGY,3.0,Calgary Flames,NHL,Pacific,51.0374,-114.0519,CGY,1.0,4.0,False,loss,-3.0,51.0374,-114.0519,0.0,0,1.0,False
1351,2024020648,20242025,2025-01-07,2,Honda Center,-08:00,24,20,ANA,CGY,2.0,3.0,2025-01-08T03:00:00Z,CGY,ANA,1.0,Anaheim Ducks,NHL,Pacific,33.807778,-117.876667,CGY,3.0,2.0,True,win,1.0,51.0374,-114.0519,1940.7204622112895,18,2.0,False
415,2024020681,20242025,2025-01-11,2,Scotiabank Saddledome,-07:00,20,26,CGY,LAK,2.0,1.0,2025-01-12T03:00:00Z,CGY,LAK,1.0,Calgary Flames,NHL,Pacific,51.0374,-114.0519,CGY,2.0,1.0,False,win,1.0,33.807778,-117.876667,1940.7204622112895,0,3.0,False
1728,2024020690,20242025,2025-01-13,2,United Center,-06:00,16,20,CHI,CGY,2.0,5.0,2025-01-14T00:30:00Z,CGY,CHI,3.0,Chicago Blackhawks,NHL,Central,41.880556,-87.674167,CGY,5.0,2.0,True,win,3.0,51.0374,-114.0519,2245.7853757082294,19,1.0,False
1729,2024020700,20242025,2025-01-14,2,Enterprise Center,-06:00,19,20,STL,CGY,2.0,1.0,2025-01-15T01:00:00Z,STL,CGY,1.0,St. Louis Blues,NHL,Central,38.626667,-90.2025,CGY,1.0,2.0,True,loss,-1.0,41.880556,-87.674167,420.6014069369992,20,0.0,True
1730,2024020713,20242025,2025-01-16,2,Enterprise Center,-06:00,19,20,STL,CGY,4.0,1.0,2025-01-17T01:00:00Z,STL,CGY,3.0,St. Louis Blues,NHL,Central,38.626667,-90.2025,CGY,1.0,4.0,True,loss,-3.0,38.626667,-90.2025,0.0,21,1.0,False
1731,2024020730,20242025,2025-01-18,2,Canada Life Centre,-06:00,52,20,WPG,CGY,1.0,3.0,2025-01-19T00:00:00Z,CGY,WPG,2.0,Winnipeg Jets,NHL,Central,49.892778,-97.143611,CGY,3.0,1.0,True,win,2.0,38.626667,-90.2025,1367.8117329181669,22,1.0,False
